LOS_0_0,LOS_0_1,LOS_0_2,LOS_0_3,LOS_0_4,LOS_0_5,LOS_0_6,LOS_0_7,LOS_0_8,LOS_0_9,LOS_0_10,LOS_0_11,LOS_0_12,LOS_0_13,LOS_0_14,LOS_0_15,LOS_0_16,LOS_0_17,LOS_0_18,LOS_0_19,LOS_0_20,LOS_0_21,LOS_0_22,LOS_0_23,LOS_0_24
42251.0010053188,46381.64403522205,50581.80726111134,54867.809580245026,59156.02806095875,63328.308592232155,67297.81117659702,70970.03903755228,74284.11344155761,77111.38862778129,79368.38053998303,81046.63606926557,82287.44491928251,83326.20916243255,84330.50874358123,84727.6245942391,83496.1131449983,80280.47761903559,76040.73465020208,71889.50231507853,67764.21173395956,63217.86644421805,57961.72144917973,51929.95293330545,44970.71320562913
42750.96015998302,46952.17063996112,51232.38260792561,55610.568974077934,60004.77144481773,64297.956878300436,68405.08598655465,72232.92232209699,75721.48273691845,78735.89716700205,81175.81945488072,82978.39388734619,84117.00352282918,84583.83487538372,84392.13619563304,83502.95693153795,81965.7212190584,79798.09249868244,76960.15921388559,73509.91697628293,69399.18672749921,64596.32491507512,59059.31055052731,52777.70802916542,45608.58394752452
47904.02720145932,52644.88752157301,57487.052695667546,62458.151277253426,67474.64223102071,72419.07021382815,77217.63118042282,81793.00435071468,86113.89936635224,90067.79395061602,93573.9152370521,96568.1836658282,98981.31803506384,100686.97354656742,101500.50669338397,101143.25209544494,99454.73573970141,96379.24069651855,91991.21558419621,86638.64000633855,80588.8965573334,74050.23462599167,67058.38020317486,59554.25586782598,51273.11484516059
44334.7642011197,48680.25994860129,53100.76998067442,57613.33668049308,62129.61775031872,66525.42207620581,70709.10858840865,74581.29244879837,78076.30455846814,81056.60202442876,83426.54084985057,85148.8327319252,86274.03856167816,86903.51835439884,87119.12443873,86673.0025736883,85197.6792034877,82565.13515390243,79130.27680698605,75369.4817091553,71219.46654955545,66459.41622720954,60922.444903903306,54564.18197527972,47231.117702096155
54601.18184066127,60060.945419309464,65647.14924745377,71388.1100234825,77180.90523893865,82880.12228791791,88380.62051231571,93566.78853876282,98359.85509560505,102587.44271385427,106113.10808346453,108841.72646933155,110714.57830118004,111685.28029584991,111724.12093223329,110738.23750944519,108752.92810054828,105773.65864076908,101765.24589641049,96846.28669773418,91014.2833622772,84292.99101652158,76678.86882778352,68187.32360523261,58650.45745933002
45150.094841793194,49579.667541769166,54086.42439720426,58687.733209750026,63293.524626531485,67777.62248284338,72047.69315930926,76005.45182277964,79592.454404062,82689.22848915706,85241.34300340764,87278.82641455282,88921.0388668646,90249.54427315124,91149.69905319143,91138.86826221815,89689.89338398461,86622.69765641034,82380.14807300088,77715.40722333564,72916.16484018532,67815.73484778647,62096.99788548164,55597.08291743789,48115.77800975739
29986.756626956852,32864.87776194853,35788.38241749716,38774.56241315428,41775.26296957403,44718.477344572835,47562.7493606815,50264.77349440571,52821.46685682178,55172.27359820471,57283.92573793373,59130.692122367014,60678.268654145526,61839.95016193613,62471.63004760496,62350.067620607086,61325.87077097543,59352.909149043146,56509.20705000638,53077.41706091,49289.73321996282,45299.99015637737,41117.28379125782,36668.785102656606,31747.217914104993
49512.34512081358,54544.76319769764,59734.23741188811,65122.404841414354,70635.06136845137,76159.16640014003,81622.83633999946,86941.55744787214,92068.88254676577,96853.16115414954,101159.29319973699,104858.03951794427,107819.03478992752,109876.42178698938,110844.40928437086,110476.96731429039,108651.30800268927,105322.3737672043,100517.4020164571,94513.87784150106,87541.01290551697,79847.08020327523,71609.71524503865,62923.61816851152,53633.54256818014
27203.649515545534,29795.735294465292,32426.47903628475,35112.58619143971,37812.756919061496,40463.77233531708,43031.729799322864,45481.41739381038,47817.824125884435,49991.39309546545,51977.9877145312,53756.42032433244,55291.90414140356,56491.03137260988,57196.809141525984,57173.37800214139,56253.896270627185,54387.10715195856,51661.0869517142,48372.75717834671,44778.731810329984,41049.993499932985,37204.84834063994,33168.387380347835,28734.251032446322
36986.59395807208,40589.38867894122,44258.12917130864,48013.936263264855,51794.89405052216,55511.83920181388,59112.39595113821,62543.14565673081,65795.93133217016,68798.3797616086,71509.31042564292,73897.60488953209,75918.41431685306,77457.23922948462,78320.93987435581,78217.62393696958,76947.99970040428,74446.90883362974,70820.79237828118,66439.21188026376,61608.01804764891,56531.57930079218,51220.503350495834,45581.37484508941,39360.73447841734
36595.609630159786,40166.22065492126,43804.62784278722,47531.77989243595,51285.55050259212,54974.993584788026,58541.998775944114,61923.2763830883,65092.68503909846,67954.2283262459,70438.3970893504,72490.97162706906,74064.34119313814,75086.21079252417,75463.29399589082,75039.98813735315,73746.67575102502,71561.88896869874,68509.8860030066,64784.82593941107,60516.613986968914,55813.29493914781,50697.82597344608,45144.9852837919,38972.55176898547
41142.65094353363,45159.01622823551,49241.98016394018,53407.49312044821,57574.48927883722,61628.10514573382,65484.37257745899,69052.60449756302,72277.36153140296,75039.41691778669,77269.27847267984,78960.63621543582,80180.03895616643,80990.55372625256,81358.41516025666,81003.39625775456,79632.50861604993,77146.57684241662,73801.62658437474,70050.06712234482,66003.61156588154,61519.509473437036,56392.02311067819,50529.384048035616,43768.46043099489
52036.52637363233,57192.81727301477,62451.49908406714,67834.33366792114,73237.83150322801,78517.61674016836,83566.7799867147,88269.3765696884,92544.93293669891,96228.6701932904,99196.28200232673,101372.49757351595,102727.67248551875,103258.22429864279,102987.37310165488,101877.63858800298,99998.8384810106,97372.91242303178,93948.04415730649,89784.37768043774,84807.18002206302,78965.91273359543,72197.47723365977,64486.84610794295,55668.87761809088
48423.697154182155,53325.58058715567,58374.23414675244,63608.98026573191,68956.011930371,74303.79407758481,79581.30191827295,84705.80132546286,89632.42333697093,94214.9514941088,98324.90049947976,101841.19219393552,104642.95668990906,106575.66220801945,107465.508894876,107078.3722035339,105300.00763195836,102088.64553448647,97469.81720892974,91709.90067652827,85023.88674330749,77642.7891067907,69725.45607690676,61352.48619633897,52363.42682901088
42920.55704020825,47164.376204215245,51504.120479764824,55968.227685716396,60486.96784989458,64959.322906628244,69324.24439917388,73515.64961413825,77509.5117375459,81200.8032350262,84508.75909582988,87360.77519450684,89676.9227749986,91326.59766592373,92134.35743618665,91848.45322494363,90325.29213367485,87515.80557597171,83478.6028965123,78519.57626855304,72887.17743579268,66796.28135278357,60324.44549441388,53452.752643660235,45954.45120022402
38558.708001697974,42321.385677317514,46152.719751344695,50073.53035904249,54017.14326554286,57888.24267194114,61628.3545330651,65177.32524493488,68519.43369209107,71573.36103105287,74290.64001369938,76637.68692121017,78573.61271814282,79997.30593977669,80738.37762632834,80529.94522308458,79198.91401263446,76688.61817005454,73091.17723159703,68746.94601941842,63923.20368101072,58795.06657131437,53359.81371323807,47527.53873188611,41051.87210778201
32035.693925167336,35304.41234055096,38700.00664616704,42262.52276392911,45962.303373103096,49741.00383323669,53571.277185878906,57413.267263358925,61261.17237811325,65016.599566737714,68583.0991469697,71842.6815354399,74653.55170714346,76818.88317908507,78107.70883098463,78246.27236081209,77050.74861172514,74460.29657099553,70531.64442216336,65561.51461552239,59864.76802364277,53763.73823574132,47515.522032424145,41249.33773974034,34864.48450704106
51596.217065546625,56874.043911113455,62321.49901693138,67977.19959490575,73758.97863046851,79538.63864759081,85226.3848111796,90715.80709864564,95939.70043080984,100720.17200321458,104905.15306017845,108362.30042886877,110979.40470207678,112639.05187433264,113231.70972333201,112590.7742699057,110666.91175872933,107443.86296990242,102908.48664225625,97242.7063211668,90556.54736790451,82990.35156781781,74674.6516081976,65714.25164804704,56004.271346801965
56747.32703579854,62373.048197326614,68106.94032979124,73970.80659619744,79849.04335655864,85583.27601872695,91057.00941879406,96147.36457811075,100773.45494437957,104773.7832432696,108039.41004876178,110521.72273798806,112215.47980457317,113109.73227449683,113160.9519393557,112208.22052806837,110201.56742168112,107121.15978333156,103004.43267412033,98085.45701441138,92417.61404704385,85974.53970470915,78623.53257547934,70273.82988011188,60699.80587309857
59516.98537156075,65427.88994116275,71453.85290100207,77617.16936653538,83795.06688964683,89819.5095074124,95564.19552417268,100893.81629980906,105710.56475611865,109828.14377094498,113109.45374774229,115482.49991410706,116936.75382564258,117492.4621526621,117183.37635503375,115943.14683453075,113811.08533719774,110796.46099772087,106883.26437869894,102189.12300691206,96629.8322652077,90106.11606294205,82495.67700028411,73757.33573827542,63700.34181741072
43768.68495470793,48081.57682311666,52485.09851764935,57006.546232411994,61573.92243597704,66085.49954149626,70484.10340053172,74712.65347555507,78765.6632231319,82564.34004504835,86061.28993251242,89213.94637737196,91951.6036393359,94104.60312796377,95395.0267007103,95426.7025113002,93919.11304307476,90777.20647173037,86148.84012283894,80528.88347319461,74350.11572244515,67920.85915291491,61288.8859544867,54347.926370604146,46785.781651139085
30315.964902474596,33279.02515607983,36310.6105147452,39434.72178850052,42608.80109951102,45764.65708961361,48862.79415496314,51856.60413555441,54732.94800725693,57407.956423961055,59814.18978190389,61885.51365777077,63553.632420293994,64721.94930825578,65275.92950583223,65053.90151588038,63969.4288566173,61996.36160070205,59159.991842854375,55648.756863272814,51621.30968809046,47230.211083980845,42566.93683906134,37657.09618786951,32361.920035260282
56973.18399433528,62621.80251568833,68378.77300638988,74265.51120751759,80165.01997055829,85916.68107661544,91400.26370512453,96487.15333917207,101088.07420479227,105034.88822935216,108223.91971021514,110648.52105220873,112428.01026029965,113693.06931215641,114418.6932126392,114132.3299505752,112260.89545338824,108603.42151054378,103673.66257109861,98265.00318471395,92523.53865286485,86172.14674373888,78884.3542011126,70541.79096319992,60940.915099648584
37813.97418876522,41580.38316046753,45450.35629507303,49456.80934711637,53547.84620887004,57642.44620045306,61695.769003828274,65655.15580620457,69505.75876841757,73147.94269115254,76495.71298317316,79457.91559785855,81929.0315292198,83752.32839103769,84733.47906163601,84618.99293633952,83255.1769900918,80590.02826945452,76677.38651734746,71810.24664014636,66257.55518597121,60278.07850056765,54026.2267681319,47546.16619856731,40661.62607042564
35136.66884564232,38533.88051337897,41982.02884352876,45495.3098823293,49007.07028782454,52421.82425059431,55674.849908539916,58702.02514054379,61491.7456384692,64006.50178790879,66306.94844651532,68565.14262228791,71038.40968489609,73805.7037885412,76452.63313030761,77922.93862288448,77029.60198209686,73371.81861252332,67888.72258675497,62145.232268625485,57050.13885655031,52503.60242850061,47936.27274654272,42950.57690789847,37255.176953226546
28923.11653543288,31692.73928113081,34506.51472185867,37383.059389601345,40279.614020507084,43132.224709423506,45911.175356754036,48589.25888025952,51188.25186379858,53679.03703505142,56063.2712588244,58340.93591344241,60476.97063869416,62327.153778698135,63617.26165802246,63950.15555691054,63007.04934958488,60684.85700546027,57167.37470559438,52958.37165961819,48517.61574413539,44127.42475530393,39797.24053572685,35384.250049119626,30606.988812450938
40733.90025731617,44708.11955304596,48747.858919436374,52868.924942759535,56991.173266477505,61000.91632180738,64815.11652267764,68344.05513400336,71533.45243164418,74266.74942707499,76479.8115392417,78178.01723151552,79453.46078505658,80392.7886976098,80954.26491505998,80779.99973359419,79456.80773150815,76844.16707352259,73303.19900948375,69417.6457300365,65338.81985601147,60885.03959741844,55811.111335285605,50012.59056949204,43325.05032117992
42788.79196569867,46975.102301167346,51232.64859000075,55578.3991646959,59928.547535011625,64165.70654202362,68207.58298338781,71970.38041980698,75418.84800244452,78469.32730641022,81111.14092383238,83409.08505274716,85471.35367739384,87301.43372735908,88649.26000486902,88932.07832262006,87582.81698422685,84410.11842290159,79847.82673967953,74737.51454085279,69581.93648783873,64379.96723277308,58813.49029474166,52628.1438414705,45557.02823403045
29023.7956368572,31806.72235965281,34636.28261458523,37532.73057848946,40455.57397487936,43344.31316108624,46175.43709149247,48930.144031554155,51643.523949353475,54301.48790590862,56921.576876119296,59513.299744097945,62035.66074644084,64307.21391830573,65978.77632717876,66556.47206202557,65629.95028920603,63065.035721113534,59100.44398470282,54360.82610699951,49433.15049387396,44679.547508875265,40120.42585237558,35581.00717799937,30737.37373084562
25538.763228871772,27946.242080333297,30379.163116861095,32848.07745571592,35307.306939688344,37687.07137130542,39939.136233662495,42010.12981785144,43879.42683456184,45483.38466822451,46809.909015719626,47916.912439384665,48972.30868580066,50123.240378446804,51296.309044852605,51927.170224641304,51252.2612604658,49014.80304965186,45875.39211900855,42763.21678538082,39969.6841340009,37231.05250233789,34221.15825301923,30803.236023513808,26841.8215597169
32514.19691754407,35645.54423158796,38824.2636287121,42065.88831486378,45312.91782679369,48481.34520679943,51516.95256971963,54362.60815095785,56999.67000451029,59351.65975030751,61374.60404843869,63044.26706994821,64342.55934987893,65218.0560067767,65576.97966186708,65246.46077388215,64126.445538886604,62187.07799904218,59483.22428697891,56242.16374541321,52616.029770490895,48685.67206503844,44416.23734879955,39732.14660478247,34442.30378746606
52597.670463165334,57916.37777952138,63382.74761492868,69030.993852927,74770.28588153502,80466.58152741694,86025.12153961649,91337.93078317486,96334.29000796918,100841.97653770685,104717.82270988579,107847.20496422019,110141.1374049901,111511.05418440489,111877.95076647145,111103.59301600388,109167.64978365255,106061.16628592934,101764.15460091506,96436.33102428766,90145.07058834334,82986.3297178839,75033.00357351817,66348.56246405299,56795.09520676307
36884.96434772207,40671.11613872604,44598.24877894894,48701.954747226075,52936.27650051113,57216.96840913732,61489.33812474463,65682.06312619787,69760.49038874688,73590.50472457,77053.93861684867,80031.78787551969,82409.41145327628,84054.66453403914,84834.65024245529,84573.21157655463,83181.59516099948,80635.44274542292,76941.23266237615,72282.24133676664,66820.67276727415,60737.70859653609,54214.427827685955,47376.57380774524,40166.29588439596
59753.895031540946,65781.2472793757,71964.09374759947,78337.12509167312,84790.88469237673,91169.79199848247,97362.33994056565,103244.73673959135,108731.80327008897,113633.46900286585,117794.01173636723,121096.87775556081,123458.39950016448,124799.99721363522,125054.99089858573,124089.38046906871,121901.93297673401,118487.32382410778,113817.90775122191,108055.76408340622,101243.49971447716,93455.3530508707,84730.01566131998,75109.52326855839,64421.52336828734
35414.43803829878,38840.197470639316,42317.47580364925,45860.29636713142,49400.71456863072,52840.70962607217,56110.164529465306,59133.62273638043,61871.16842545082,64226.720804428085,66150.75325139955,67644.09714230547,68753.73284954582,69505.73425974174,69838.81495781886,69517.61095235826,68333.15133185478,66217.4262298679,63340.76642219237,60059.99797565064,56514.88258417061,52638.32559963426,48263.78104910931,43290.034373557835,37554.968549511344
36469.85922175821,40004.46587581423,43593.4262554899,47251.23252530361,50907.83385224167,54463.05796785771,57847.120996901904,60988.80088697827,63865.91083455617,66425.74487046669,68714.31412861215,70901.90959185564,73280.7500958606,75989.87185002293,78660.2671649699,80189.68795455735,79277.9318669188,75484.07315022331,69864.35499202891,64093.23251301253,59036.575902793906,54478.45462537753,49800.5541550814,44629.53515143642,38700.38989160124
27105.494919419198,29711.68286850963,32369.25981060162,35100.60403571689,37871.56072987567,40627.044502628225,43343.40549629544,45994.7521847761,48595.53137027307,51098.034345843684,53470.990917749885,55672.057233663705,57632.5111723082,59212.54616872259,60206.407380777826,60338.263998650546,59408.81520917253,57354.94152080004,54270.89375263067,50489.21947352475,46330.86940601923,42051.79193639592,37750.09558411038,33390.72271714625,28765.09618557085
