z_eff_0,z_eff_1,z_eff_2,z_eff_3,z_eff_4,z_eff_5,z_eff_6,z_eff_7,z_eff_8,z_eff_9,z_eff_10,z_eff_11,z_eff_12,z_eff_13,z_eff_14,z_eff_15,z_eff_16,z_eff_17,z_eff_18,z_eff_19,z_eff_20,z_eff_21,z_eff_22,z_eff_23,z_eff_24,z_eff_25,z_eff_26,z_eff_27,z_eff_28,z_eff_29,z_eff_30,z_eff_31,z_eff_32,z_eff_33,z_eff_34,z_eff_35,z_eff_36,z_eff_37,z_eff_38,z_eff_39,z_eff_40
11.653937,11.585753,11.397308,11.112796,10.756467,10.352634,9.925664,9.499222,9.089271,8.707123,8.363968,8.069473,7.8209667,7.6095333,7.4262404,7.2632747,7.114289,6.9730844,6.8347816,6.696375,6.5529485,6.403924,6.2496147,6.089524,5.9237633,5.752536,5.576177,5.3913426,5.1988177,5.002635,4.8030825,4.600688,4.371567,4.139391,3.90222,3.5946658,3.2260516,2.874161,2.174642,1.3536708,1.0249102
14.996549,14.980302,14.932197,14.853192,14.744268,14.60643,14.440717,14.248322,14.031654,13.793863,13.538134,13.267613,12.984946,12.692506,12.3926325,12.087305,11.778005,11.4661,11.152635,10.838187,10.519921,10.199794,9.879279,9.558311,9.236916,8.914939,8.592283,8.263076,7.927762,7.5916715,7.2544055,6.915997,6.5390825,6.1593184,5.7727838,5.27747,4.6871576,4.1202173,2.9775465,1.6121641,1.0270517
14.40633,14.40237,14.389938,14.368202,14.336337,14.293521,14.238946,14.17184,14.0917015,13.998204,13.891043,13.769917,13.634383,13.483937,13.3180895,13.1364565,12.938766,12.724741,12.494304,12.247633,11.980375,11.695218,11.394801,11.079798,10.751321,10.410393,10.058148,9.687865,9.301377,8.907147,8.505867,8.098672,7.6368504,7.168802,6.690605,6.0700154,5.3264813,4.617409,3.2339718,1.6393209,1.025697
13.8383665,13.662439,13.1961565,12.531843,11.761936,10.978961,10.275449,9.736247,9.366398,9.123112,8.96297,8.844947,8.74776,8.660131,8.571031,8.473591,8.366378,8.248339,8.1189,7.9781637,7.823868,7.657548,7.4807725,7.2940626,7.098198,6.8938956,6.6819315,6.4586644,6.2252297,5.9864936,5.7429132,5.4952006,5.215013,4.930437,4.638939,4.2618856,3.8103058,3.3767014,2.502893,1.4624035,1.0246365
14.808122,14.790533,14.738264,14.652075,14.532741,14.381068,14.197895,13.984221,13.742297,13.475141,13.18581,12.877382,12.552858,12.21518,11.867265,11.511853,11.151425,10.788352,10.424714,10.062179,9.698979,9.3380375,8.981659,8.630537,8.285196,7.945889,7.612756,7.2803593,6.949181,6.6240196,6.3043213,5.9897594,5.646749,5.307152,4.9680347,4.5403824,4.034917,3.5560443,2.6145782,1.5057032,1.048132
8.78416,8.762293,8.699661,8.600723,8.469958,8.31187,8.13099,7.931957,7.7202497,7.501848,7.2827377,7.0685616,6.862117,6.6647387,6.477698,6.301327,6.134724,5.9768662,5.8264475,5.681759,5.5393753,5.3986254,5.258902,5.1189384,4.9779754,4.835341,4.690599,4.540607,4.385515,4.2281847,4.0685954,3.9070032,3.7244687,3.5395746,3.3507323,3.1060517,2.812767,2.5324721,1.9687368,1.2996533,1.0246457
13.534339,13.518553,13.471704,13.39456,13.287911,13.152571,12.9893875,12.799343,12.5844555,12.347376,12.090793,11.817402,11.5297165,11.230143,10.921065,10.604738,10.283214,9.958448,9.632198,9.305929,8.977953,8.651002,8.327278,8.007504,7.69229,7.3820066,7.076922,6.7722454,6.4685693,6.170371,5.8772545,5.58899,5.2751884,4.964839,4.6554146,4.266079,3.8060746,3.370129,2.5071306,1.4809648,1.046101
13.769017,13.720455,13.584845,13.377321,13.113066,12.807309,12.47533,12.132154,11.78973,11.45814,11.147409,10.86643,10.614905,10.387878,10.180338,9.987149,9.803009,9.622627,9.441625,9.256906,9.062669,8.858581,8.645155,8.421801,8.188788,7.9465127,7.695568,7.431485,7.15549,6.8732953,6.5854025,6.2926273,5.9614067,5.6249695,5.280291,4.8344355,4.3005257,3.78782,2.7582,1.5360651,1.0246439
14.811326,14.787084,14.717981,14.609469,14.467014,14.296108,14.102274,13.89092,13.66595,13.430373,13.187203,12.939223,12.687095,12.430395,12.168693,11.901834,11.630012,11.353392,11.072155,10.7865,10.492863,10.193296,9.889579,9.58181,9.270277,8.955127,8.636578,8.308509,7.9717355,7.6324286,7.2905016,6.946305,6.559966,6.1701775,5.773281,5.2614264,4.649905,4.0657983,2.9128947,1.5659163,1.0259951
13.918098,13.901126,13.851184,13.76974,13.658283,13.518326,13.351416,13.15922,12.9443245,12.709872,12.459042,12.194947,11.919985,11.636168,11.345483,11.049679,10.750164,10.44825,10.145026,9.841264,9.534325,9.22642,8.9193,8.613165,8.308232,8.004536,7.702102,7.395389,7.084893,6.775666,6.4673195,6.1598167,5.8185973,5.476723,5.130906,4.6884212,4.1618547,3.659982,2.6679454,1.5032682,1.0294421
13.542706,13.529129,13.489556,13.425733,13.339416,13.232383,13.106433,12.963439,12.805843,12.636431,12.458,12.273176,12.083026,11.887824,11.687822,11.4828825,11.272335,11.055451,10.831507,10.599762,10.355599,10.100473,9.835851,9.56156,9.277963,8.985407,8.684424,8.36897,8.040319,7.7055063,7.36497,7.019584,6.627774,6.2307434,5.825168,5.298409,4.6670704,4.065453,2.8921783,1.5413082,1.0251898
9.88852,9.806302,9.585733,9.265978,8.886254,8.485832,8.103995,7.777228,7.512798,7.3004513,7.1296782,6.9900618,6.8719935,6.7662926,6.663914,6.5592694,6.4512787,6.3391676,6.222393,6.100734,5.97228,5.837863,5.6983895,5.554017,5.405047,5.2517242,5.0943575,4.9301205,4.759622,4.5861845,4.4099855,4.231419,4.0300574,3.8259954,3.6174247,3.3478537,3.0250618,2.7156708,2.0893574,1.3406192,1.0249949
15.146019,15.130309,15.083464,15.0059185,14.8981285,14.760572,14.593765,14.398364,14.176135,13.929524,13.661019,13.373134,13.068363,12.749176,12.418025,12.07726,11.729071,11.375552,11.018598,10.659817,10.297315,9.93412,9.57271,9.213921,8.858497,8.506927,8.159594,7.811114,7.462244,7.118221,6.778692,6.4435024,6.0774693,5.714236,5.350763,4.8926325,4.3507013,3.8351376,2.8075886,1.5788579,1.0485127
12.579713,12.506671,12.302759,11.990834,11.593815,11.134694,10.636538,10.122129,9.610746,9.119524,8.665509,8.264037,7.916611,7.617709,7.361689,7.1420183,6.9510093,6.7809253,6.625015,6.4779267,6.3325305,6.1863112,6.0380464,5.885885,5.7291574,5.5674915,5.4008203,5.225851,5.0432224,4.8567348,4.666679,4.4735913,4.2548375,4.032907,3.8059454,3.5116532,3.1588552,2.821525,2.1466427,1.3495646,1.0246367
11.5568075,11.519098,11.414053,11.253815,11.050552,10.81647,10.563804,10.304487,10.04711,9.798236,9.564381,9.351257,9.157984,8.980343,8.814104,8.655354,8.500583,8.346328,8.189777,8.029033,7.8597264,7.682068,7.496764,7.303481,7.1024675,6.894023,6.678603,6.452166,6.2157087,5.974205,5.728051,5.4779363,5.1945853,4.907036,4.6128187,4.231467,3.7744787,3.3371491,2.4659858,1.4409447,1.0246394
12.694019,12.68403,12.654057,12.604098,12.534163,12.444282,12.334501,12.204968,12.056544,11.890531,11.70826,11.511085,11.300338,11.0773325,10.843379,10.599758,10.347696,10.088358,9.822843,9.55214,9.274162,8.9913,8.705602,8.4177065,8.128303,7.8378987,7.5469723,7.250767,6.9501348,6.6501207,6.350648,6.0518847,5.7213216,5.3903594,5.056038,4.6301594,4.1239905,3.6406634,2.674496,1.5238037,1.035309
9.9532175,9.9413805,9.906309,9.848666,9.769133,9.668405,9.547207,9.406371,9.247593,9.073093,8.885121,8.685921,8.477569,8.262042,8.041297,7.8171015,7.5909624,7.3643045,7.13832,6.913869,6.6900196,6.468224,6.2495403,6.0341697,5.8222275,5.613667,5.408395,5.2032638,4.9983897,4.796307,4.5965548,4.3988557,4.1833506,3.9685125,3.7520385,3.479366,3.156789,2.846505,2.201435,1.4030215,1.03065
14.325278,14.118644,13.570832,12.790068,11.884706,10.963207,10.134039,9.496713,9.057725,8.767821,8.577006,8.438027,8.3262615,8.228556,8.13204,8.028798,7.9173822,7.7967896,7.666489,7.526611,7.375243,7.213747,7.04351,6.865001,6.6789026,6.485823,6.286422,6.0774236,5.8597918,5.63781,5.4118295,5.182429,4.9240003,4.661773,4.393342,4.047265,3.6332905,3.2349916,2.424278,1.448898,1.0270185
13.085048,13.076597,13.051317,13.009317,12.950716,12.875646,12.784254,12.6767645,12.554009,12.41719,12.267529,12.106215,11.93402,11.751502,11.559213,11.357557,11.14673,10.926886,10.698144,10.460572,10.210485,9.949854,9.680495,9.402602,9.116696,8.823216,8.522716,8.209312,7.8841834,7.5540204,7.219141,6.8802767,6.4971013,6.1093817,5.7138085,5.201171,4.5873733,4.0023484,2.8587112,1.5379237,1.0282913
14.638143,14.626861,14.593245,14.537651,14.460447,14.362021,14.242785,14.103258,13.944809,13.769324,13.578717,13.374866,13.159155,12.932718,12.696673,12.451892,12.198911,11.938195,11.670075,11.394682,11.108136,10.812505,10.509579,10.1994,9.882316,9.55856,9.2284975,8.885691,8.531188,8.17188,7.8079047,7.439875,7.0246987,6.60454,6.1755657,5.6206827,4.956722,4.3219676,3.0696757,1.6088464,1.0258952
13.123228,13.108233,13.06468,12.994718,12.900511,12.784245,12.6481285,12.494453,12.326138,12.146474,11.958774,11.766148,11.569963,11.370692,11.16878,10.964189,10.756231,10.544151,10.327131,10.104262,9.871017,9.6285305,9.377934,9.11884,8.851404,8.575782,8.292335,7.995342,7.685915,7.3705626,7.0496564,6.7239943,6.354642,5.9801416,5.597305,5.1002917,4.5045886,3.9360764,2.82058,1.5280703,1.0246464
13.812209,13.78814,13.72081,13.617544,13.485687,13.332608,13.165696,12.992073,12.815895,12.639534,12.465332,12.295203,12.12747,11.958645,11.785259,11.60459,11.414869,11.214398,11.00204,10.777444,10.536616,10.28153,10.014335,9.73558,9.446207,9.147078,8.839134,8.516736,8.181374,7.8400745,7.493353,7.1420946,6.745074,6.343067,5.9326363,5.401413,4.7656083,4.1585135,2.9647994,1.5773368,1.0304977
14.370142,14.246222,13.913172,13.429111,12.852241,12.240848,11.653247,11.143835,10.7260685,10.38884,10.120664,9.909614,9.74025,9.595396,9.458101,9.317594,9.171167,9.016685,8.85275,8.679017,8.492654,8.295109,8.088079,7.872127,7.648008,7.4163795,7.1779594,6.9287004,6.669703,6.406086,6.1382117,5.8667216,5.5609193,5.2510166,4.9342103,4.5255966,4.0369487,3.5679533,2.6243668,1.5015742,1.0289959
10.0665,10.023439,9.902243,9.714903,9.473451,9.189961,8.876557,8.545245,8.206354,7.869198,7.5430627,7.236539,6.9525347,6.6910467,6.451978,6.2343316,6.03594,5.854513,5.687495,5.53196,5.383402,5.240123,5.100666,4.963018,4.8258934,4.6881785,4.5490913,4.4054747,4.257275,4.107062,3.9547365,3.8004932,3.6264665,3.4501216,3.2699091,3.036675,2.757174,2.4895434,1.9468637,1.2975286,1.0246407
12.90644,12.844905,12.672181,12.40612,12.064629,11.665677,11.2273035,10.767438,10.302361,9.847335,9.417563,9.026878,8.678028,8.36812,8.094137,7.851806,7.635211,7.438329,7.2556677,7.0824814,6.91209,6.742213,6.571562,6.398162,6.221155,6.039946,5.854272,5.6604576,5.4590015,5.2537975,5.045021,4.8331375,4.5937843,4.350957,4.1024947,3.7811,3.3961596,3.0269873,2.2826762,1.3962481,1.0247089
13.382871,13.365,13.3156595,13.2412615,13.148231,13.043001,12.932017,12.821234,12.711447,12.600368,12.485681,12.365163,12.2372055,12.100513,11.953811,11.795929,11.625814,11.44242,11.2450075,11.033269,10.802864,10.55589,10.294541,10.019278,9.731064,9.4308195,9.119592,8.791402,8.44795,8.096909,7.738971,7.3752356,6.9619603,6.542718,6.1140327,5.5569787,4.8891325,4.252244,3.0086498,1.5750669,1.0246366
13.794568,13.736109,13.57407,13.328491,13.019459,12.667119,12.291666,11.912752,11.54399,11.195343,10.876681,10.5965395,10.352627,10.137171,9.942384,9.761292,9.587994,9.416697,9.242864,9.063734,8.873943,8.673504,8.463298,8.243096,8.013383,7.7747126,7.5277853,7.268275,6.9974165,6.7208033,6.438919,6.152547,5.828879,5.50038,5.1641264,4.72941,4.2090044,3.7096605,2.7083447,1.5213776,1.0268342
9.190111,9.119765,8.929134,8.648857,8.309618,7.9421496,7.577205,7.2437906,6.952547,6.7030888,6.4948454,6.3265324,6.191031,6.0782886,5.978344,5.884205,5.7927547,5.7011604,5.60725,5.509791,5.4061675,5.296517,5.1813755,5.0606723,4.9346614,4.803608,4.6678705,4.525118,4.3760176,4.2236037,4.0681577,3.9101336,3.7316062,3.5503533,3.3648021,3.1248949,2.8374548,2.5614586,1.9974514,1.3173058,1.0246366
9.084694,9.0598755,8.989363,8.87908,8.734974,8.5630245,8.369243,8.1596985,7.9407735,7.71903,7.5010204,7.292817,7.096572,6.9124336,6.740482,6.5799294,6.42885,6.2852206,6.1469936,6.012091,5.8770914,5.7410984,5.60354,5.4633446,5.32006,5.173346,5.023078,4.8666787,4.704518,4.539389,4.371409,4.2009077,4.009647,3.8154345,3.6163933,3.3607683,3.0552247,2.7596211,2.141224,1.3778034,1.0268792
9.427939,9.420883,9.399864,9.365108,9.316849,9.255331,9.180811,9.093605,8.994516,8.88464,8.76509,8.636961,8.501061,8.358048,8.208577,8.053195,7.8922944,7.7262287,7.555304,7.3797503,7.1974373,7.009747,6.817909,6.622106,6.422686,6.2199135,6.0140996,5.801499,5.582794,5.3620872,5.1394615,4.9152546,4.663805,4.4101896,4.152153,3.8197534,3.4226408,3.04337,2.2867706,1.3931422,1.026604
9.461085,9.433789,9.355247,9.230492,9.064583,8.86262,8.629743,8.371273,8.093992,7.805557,7.513634,7.2255425,6.945713,6.6770797,6.4224825,6.18351,5.96011,5.752049,5.558486,5.3777213,5.206507,5.0437937,4.8883653,4.73842,4.59257,4.4495006,4.3081627,4.1652846,4.0204535,3.875678,3.730547,3.5849638,3.4223945,3.2586212,3.092149,2.877977,2.622024,2.3773863,1.8802717,1.2835484,1.0312674
14.979646,14.9593115,14.899057,14.800016,14.663342,14.490224,14.281888,14.039742,13.766638,13.466303,13.142511,12.799048,12.439563,12.067607,11.6867,11.300109,10.910741,10.521372,10.134394,9.751656,9.371665,8.997363,8.630969,8.27312,7.924185,7.584243,7.2532277,6.925771,6.6021137,6.286534,5.9782567,5.6767197,5.350241,5.02853,4.7087526,4.3076143,3.8348598,3.3879979,2.511173,1.478401,1.0521364
13.633194,13.59628,13.494257,13.340213,13.147263,12.92855,12.697238,12.46597,12.241761,12.028245,11.828996,11.646891,11.479017,11.319543,11.162661,11.003703,10.839475,10.666897,10.483695,10.288721,10.077432,9.8512125,9.6118555,9.359679,9.095536,8.820261,8.534808,8.233948,7.9192157,7.5974236,7.269194,6.935505,6.557135,6.1730485,5.7799306,5.270212,4.6594667,4.075062,2.9186633,1.5666633,1.0246365
10.022011,9.984851,9.881512,9.724215,9.5252075,9.296767,9.051201,8.800245,8.549294,8.29994,8.053732,7.8121033,7.5754437,7.343593,7.116371,6.894005,6.6772513,6.466838,6.2631273,6.0659657,5.87338,5.685838,5.50345,5.3255167,5.1513786,4.980294,4.811611,4.6418347,4.470722,4.3006063,4.1309643,3.96158,3.7734547,3.584458,3.3926425,3.1465921,2.8531017,2.5722373,2.002093,1.3173558,1.0252472
13.468165,13.391725,13.183512,12.87522,12.4986,12.085457,11.667632,11.275356,10.921853,10.610121,10.3429785,10.12207,9.939463,9.782396,9.638214,9.497709,9.35618,9.209276,9.053874,8.888595,8.709119,8.516574,8.312616,8.097593,7.8722773,7.6374154,7.393856,7.1370234,6.868269,6.5935473,6.313414,6.0287347,5.705522,5.377635,5.042356,4.606925,4.0848875,3.586712,2.6069763,1.4693645,1.0246365
12.495193,12.473116,12.409103,12.30649,12.168632,11.998918,11.800774,11.577716,11.333805,11.073436,10.801023,10.520855,10.236034,9.949034,9.662278,9.377733,9.09675,8.820555,8.54991,8.284924,8.023245,7.765811,7.5130763,7.2643948,7.0191717,6.7766876,6.5363116,6.2934155,6.047859,5.80303,5.558309,5.3134604,5.041745,4.7682967,4.490155,4.1343036,3.7103426,3.3026273,2.4710832,1.4664611,1.0256695
9.294805,9.272844,9.209999,9.110836,8.979943,8.8219385,8.641469,8.443287,8.232907,8.016298,7.799429,7.587905,7.384323,7.1897397,7.0051403,6.830585,6.6649137,6.506849,6.3548927,6.2072306,6.0604415,5.91379,5.766678,5.617893,5.4667897,5.312817,5.1556616,4.992302,4.8229976,4.65072,4.475513,4.2976832,4.09751,3.8942611,3.6860182,3.4175498,3.0962353,2.7864819,2.1476116,1.3697665,1.0246465
8.850269,8.839361,8.8070965,8.754169,8.681289,8.589178,8.478582,8.350343,8.2061,8.0479765,7.8781133,7.698644,7.511498,7.318486,7.121399,6.9218264,6.7210846,6.5204153,6.320832,6.1230245,5.925868,5.7306604,5.5383525,5.349054,5.162806,4.9795175,4.799071,4.6183386,4.4374304,4.2588964,4.0823703,3.907678,3.7159183,3.5249612,3.3330424,3.0893965,2.800367,2.525554,1.9737347,1.3151532,1.0387826
10.6347685,10.623421,10.590207,10.536377,10.463191,10.371925,10.263875,10.140365,10.002812,9.852696,9.691515,9.520715,9.34115,9.153374,8.95793,8.75546,8.546707,8.332381,8.113225,7.890029,7.6613345,7.4290204,7.1947465,6.959124,6.722803,6.486287,6.250031,6.0105643,5.768599,5.52795,5.288576,5.0505767,4.789226,4.5283747,4.2658134,3.9337642,3.5399597,3.1631515,2.3952086,1.4598293,1.0393108
15.123015,15.109444,15.071088,15.011494,14.934218,14.8428335,14.740924,14.631874,14.516862,14.395741,14.268361,14.134399,13.992033,13.838683,13.671809,13.489592,13.291128,13.075578,12.842525,12.592135,12.320306,12.029693,11.7230015,11.401063,11.06512,10.716306,10.355845,9.97725,9.582366,9.179525,8.769409,8.353132,7.8821745,7.404561,6.916097,6.283884,5.527085,4.8027067,3.3716156,1.6999493,1.0288267
13.485015,13.443005,13.322861,13.133432,12.883612,12.582345,12.23864,11.861713,11.4624,11.052493,10.643789,10.24741,9.868948,9.511157,9.176651,8.8661785,8.578046,8.310319,8.060478,7.825169,7.598684,7.3791676,7.1649055,6.9533253,6.742752,6.5316997,6.319107,6.100316,5.875239,5.6476197,5.417238,5.184296,4.922239,4.6568193,4.3855457,4.035469,3.6166484,3.2146816,2.4033258,1.4352845,1.0262654
11.525612,11.476496,11.338194,11.124294,10.848429,10.524281,10.165584,9.786046,9.39865,9.015922,8.650345,8.313357,8.007868,7.732443,7.4855433,7.2643914,7.06459,6.881626,6.711242,6.5495396,6.39082,6.2331824,6.0754585,5.915836,5.7534566,5.5876827,5.418183,5.2415333,5.058113,4.871417,4.681565,4.488955,4.2714043,4.0507445,3.825026,3.5329928,3.183159,2.8477976,2.1706593,1.363268,1.0246787
14.879077,14.6814575,14.15336,13.392013,12.494764,11.559074,10.682431,9.95535,9.395615,8.977378,8.674153,8.459554,8.308169,8.195139,8.095948,7.995232,7.889588,7.7764544,7.6540895,7.5219054,7.377079,7.220839,7.0547633,6.879406,6.695497,6.503685,6.3046913,6.0950084,5.8757257,5.6515107,5.4228044,5.1902924,4.92699,4.659701,4.3861194,4.0317407,3.6071188,3.2003355,2.38562,1.4217819,1.0246365
10.892008,10.834844,10.679993,10.452439,10.17721,9.879372,9.584015,9.314718,9.079203,8.875666,8.70215,8.556156,8.430765,8.31684,8.205348,8.090269,7.969511,7.8412676,7.7043743,7.558581,7.4015145,7.2344418,7.0588245,6.875166,6.6841755,6.48649,6.282793,6.0696955,5.8481994,5.622732,5.3936644,5.161589,4.9003267,4.635752,4.3656006,4.0173855,3.6009996,3.2018554,2.3974774,1.4389772,1.0358392
10.921908,10.913109,10.886689,10.84262,10.780883,10.701474,10.604407,10.4897785,10.358329,10.211188,10.049518,9.874498,9.687368,9.489384,9.281797,9.065849,8.84275,8.613656,8.379659,8.141738,7.898137,7.651038,7.402313,7.152581,6.902467,6.652434,6.4029036,6.1496897,5.8935227,5.6388035,5.385474,5.1336737,4.8554235,4.577881,4.298855,3.9434137,3.5211408,3.1209118,2.3346822,1.4145628,1.0457398
14.425897,14.393603,14.300052,14.150249,13.949231,13.702082,13.413933,13.090161,12.738158,12.366526,11.983895,11.598573,11.216086,10.840521,10.47586,10.124698,9.787799,9.465704,9.158146,8.863706,8.577826,8.300283,8.030416,7.7662644,7.5062747,7.2488875,6.9928503,6.7322,6.4665904,6.2002573,5.9325814,5.6634846,5.361138,5.0560427,4.745292,4.343469,3.862718,3.4040208,2.4987936,1.4430175,1.0248773
10.9826565,10.964459,10.912185,10.829319,10.71936,10.585825,10.432253,10.262194,10.079081,9.88628,9.68717,9.484909,9.280642,9.0744915,8.866563,8.6568775,8.4453335,8.231782,8.01616,7.79853,7.5763626,7.351138,7.1242356,6.89587,6.6664114,6.436131,6.20531,5.9698915,5.730528,5.491416,5.2524905,5.013919,4.7488484,4.483316,4.2150126,3.8716195,3.4627678,3.073837,2.3041277,1.3988076,1.0307628
10.016095,9.989521,9.913109,9.79184,9.630719,9.434791,9.209136,8.959004,8.690971,8.412401,8.130671,7.8527937,7.582804,7.3231926,7.0763597,6.843514,6.624294,6.4181695,6.224099,6.0403123,5.8632674,5.692068,5.525733,5.3625984,5.201485,5.0412917,4.881185,4.717638,4.5504766,4.3823266,4.212916,4.042297,3.8509984,3.6578016,3.4609408,3.2071867,2.9037302,2.6133168,2.0258605,1.3237354,1.0285317
11.6956,11.681473,11.63984,11.571832,11.478591,11.361287,11.221115,11.059397,10.8784895,10.681376,10.471067,10.250515,10.022073,9.787774,9.549621,9.309224,9.067671,8.82595,8.584741,8.344278,8.101963,7.8591704,7.616895,7.3748775,7.132956,6.8908567,6.64838,6.40069,6.148082,5.8948445,5.6406875,5.3856874,5.1003556,4.8130736,4.521132,4.145064,3.695965,3.2675934,2.4196403,1.4263338,1.0277722
12.066542,12.0521,12.012114,11.951592,11.875559,11.789044,11.697092,11.604353,11.511354,11.416155,11.31679,11.211325,11.097973,10.975026,10.840812,10.694289,10.535226,10.363436,10.178897,9.981807,9.769102,9.542769,9.304764,9.055615,8.796164,8.527159,8.249434,7.9579496,7.6540384,7.344016,7.0283556,6.7078843,6.345329,5.977528,5.6012206,5.1140494,4.5306654,3.9718943,2.8611228,1.5560046,1.0251113
15.000823,14.943742,14.782937,14.534096,14.21296,13.835332,13.417082,12.974043,12.521098,12.072539,11.64261,11.24432,10.880659,10.549514,10.248647,9.974472,9.72164,9.484673,9.258521,9.038738,8.818071,8.594887,8.368441,8.13693,7.8997197,7.656413,7.406958,7.1464524,6.8757234,6.600185,6.3201227,6.036183,5.715294,5.390077,5.05768,4.6275063,4.1124735,3.6197124,2.64084,1.4915525,1.0262942
14.15737,14.152469,14.13715,14.110488,14.071568,14.019481,13.953335,13.872295,13.775955,13.664172,13.536831,13.393855,13.235301,13.061294,12.871972,12.667592,12.44854,12.215183,11.967997,11.707592,11.4307575,11.140084,10.838001,10.525237,10.202796,9.871542,9.532389,9.179444,8.814159,8.443642,8.068261,7.6887674,7.26212,6.8305173,6.389981,5.822404,5.1442814,4.4941297,3.1971507,1.6645956,1.0278295
13.809064,13.66211,13.264376,12.680612,11.9756775,11.214539,10.462219,9.780182,9.192405,8.700342,8.305041,8.005627,7.7856984,7.621054,7.487698,7.368821,7.2570057,7.145555,7.0297256,6.907553,6.7752028,6.6330805,6.4823775,6.323392,6.156715,5.98291,5.802616,5.612629,5.413939,5.2108016,5.003623,4.7930336,4.5544844,4.3123865,4.064687,3.743671,3.3589294,2.990694,2.2534857,1.3819556,1.0246365
13.385224,13.359486,13.285552,13.168362,13.012872,12.824069,12.606977,12.366579,12.10706,11.832134,11.545535,11.2508,10.949612,10.642696,10.330763,10.014792,9.696092,9.375916,9.055528,8.736208,8.416325,8.098459,7.7847757,7.4760423,7.1729,6.8757596,6.5849023,6.2959414,6.009439,5.729474,5.45565,5.1876783,4.8978148,4.6125073,4.3296328,3.9757044,3.558455,3.1641333,2.3834114,1.4509591,1.051014
10.81497,10.709473,10.423651,10.003554,9.49531,8.945114,8.399205,7.9012227,7.467546,7.0981793,6.792843,6.5501122,6.3593264,6.205177,6.072499,5.9509273,5.836365,5.7251744,5.614613,5.5032105,5.3881993,5.269488,5.1473985,5.0216637,4.892278,4.759232,4.6226306,4.479996,4.33178,4.1807923,4.0271745,3.8712723,3.695489,3.517135,3.3346155,3.098858,2.8164902,2.545187,1.989084,1.3164327,1.0246629
8.832805,8.817726,8.77378,8.702907,8.6070595,8.488213,8.348361,8.189605,8.014851,7.8274946,7.6309543,7.4285426,7.222586,7.0148973,6.807257,6.6010623,6.39719,6.1964297,5.99933,5.806096,5.6150723,5.4272113,5.243181,5.0628085,4.8859487,4.7123632,4.541824,4.371196,4.2005506,4.0323663,3.8662689,3.7020807,3.5216322,3.3421452,3.161972,2.9327312,2.660598,2.4025977,1.8886368,1.2794794,1.0291405
13.52128,13.517477,13.505522,13.484594,13.453878,13.412566,13.359855,13.294988,13.217529,13.127247,13.02393,12.907373,12.777305,12.63341,12.475399,12.303042,12.116182,11.914652,11.698424,11.467653,11.218231,10.952613,10.673182,10.380479,10.075445,9.758938,9.43193,9.088026,8.728872,8.362367,7.989124,7.6101985,7.179898,6.743622,6.2977324,5.7183404,5.0237913,4.361811,3.0724094,1.5897771,1.024754
10.369888,10.355348,10.312995,10.244739,10.152504,10.038232,9.903887,9.751504,9.583602,9.402995,9.212518,9.014893,8.811779,8.604284,8.393495,8.180307,7.9653535,7.749198,7.5323215,7.3150835,7.095442,6.8748846,6.654661,6.43493,6.2159166,5.99773,5.7804737,5.5603065,5.3376675,5.116209,4.895721,4.676218,4.4332304,4.190272,3.9451394,3.632079,3.2597475,2.9055462,2.201957,1.3710806,1.0299265
10.771172,10.7454195,10.672064,10.556969,10.406022,10.225144,10.020289,9.797474,9.563074,9.323672,9.085845,8.855693,8.635385,8.425083,8.224887,8.034051,7.850717,7.6729302,7.4987316,7.326149,7.150833,6.97251,6.791179,6.6058955,6.416358,6.222361,6.0239186,5.8170505,5.6024013,5.3843083,5.1629796,4.938917,4.685648,4.429331,4.167831,3.829038,3.4232605,3.036361,2.2718408,1.3795725,1.0272896
12.388899,12.322379,12.136568,11.852119,11.489744,11.07022,10.614388,10.14285,9.673112,9.2208,8.801462,8.429087,8.105045,7.8243,7.5817013,7.3712626,7.1859,7.018484,6.862801,6.713942,6.5649886,6.413851,6.2596264,6.1006784,5.9364905,5.7668147,5.5916934,5.4076037,5.215288,5.0188875,4.81874,4.6154385,4.384724,4.1507664,3.911673,3.6011157,3.2286558,2.8734531,2.1703002,1.3488653,1.0246365
13.167243,13.147662,13.090063,12.996176,12.867749,12.706567,12.514449,12.293389,12.046748,11.778713,11.493508,11.195307,10.88767,10.573823,10.2569475,9.9397335,9.624212,9.312273,9.005326,8.704098,8.406689,8.114631,7.8288507,7.549062,7.2748895,7.0057707,6.7411494,6.476227,6.210856,5.9484315,5.688172,5.4296474,5.145273,4.8606944,4.5727634,4.206738,3.7721667,3.3550296,2.506166,1.480029,1.0277737
8.993806,8.967596,8.893779,8.779588,8.632275,8.459118,8.267426,8.064464,7.8568406,7.6507607,7.4524107,7.267414,7.096748,6.939026,6.792815,6.6561728,6.5264883,6.401104,6.277626,6.154037,6.0265827,5.8948207,5.7587376,5.617635,5.4714174,5.3200912,5.163837,4.9997463,4.82848,4.6535444,4.475222,4.294012,4.0890036,3.8809376,3.6680326,3.3923686,3.0620148,2.7454555,2.1060889,1.3437212,1.0246366
